4,1,22,0,18,"(anonymous)@29-46@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",29,46
10,1,123,0,10,"(anonymous)@47-56@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",47,56
10,1,73,0,53,"(anonymous)@5-57@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",5,57
3,1,12,0,3,"provider@16-18@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","provider","provider ( )",16,18
3,1,12,0,3,"provider@23-25@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","provider","provider ( )",23,25
9,1,51,0,9,"provider@30-38@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-14/truffle.js","provider","provider ( )",30,38
3,1,11,0,3,"(anonymous)@9-11@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",9,11
5,1,62,0,5,"(anonymous)@12-16@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",12,16
4,1,41,0,4,"(anonymous)@17-20@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",17,20
7,1,81,0,7,"(anonymous)@22-28@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",22,28
